facility_id,canonical_name,latest_year_present,responsible_emitter,anzsic,state,years_present,n_years,min_match_confidence,needs_review,latitude,longitude,geocode_confidence,name_2024-25,name_2023-24,name_2022-23,name_2021-22,name_2020-21,geocode_matched_place
F0145,Opal Australian Paper Maryvale Mill,2024-25,PAPER AUSTRALIA PTY LTD,"Pulp, paper and paperboard manufacturing (151)",VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-38.1847446843381,146.447735667102,not found,Opal Australian Paper Maryvale Mill,Opal Australian Paper Maryvale Mill,Opal Australian Paper Maryvale Mill,Opal Australian Paper Maryvale Mill,Opal Australian Paper Maryvale Mill,
F0146,Orora Glass Plant Gawler,2024-25,Orora Limited,Glass and glass product manufacturing (201),SA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-34.5517951520754,138.767725056539,not found,Orora Glass Plant Gawler,Orora Glass Plant Gawler,Orora Glass Plant Gawler,Orora Glass Plant Gawler ,Orora Glass Plant Gawler ,
F0147,Otway,2024-25,BEACH ENERGY LIMITED,Oil and gas extraction (070),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,93.86792452830188,True,-38.4349856,143.5577764,possible,Otway,Otway,Otway,Otway,Otway,"Shire of Colac Otway, Victoria, Australia"
F0163,PRL03 Rail - IOR Facility,2024-25,BHP IRON ORE PTY LTD,Rail freight transport (471),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.315959036795,118.591223728085,not found,PRL03 Rail - IOR Facility,PRL03 Rail - IOR Facility,PRL03 Rail - IOR Facility,PRL03 Rail - IOR Facility,PRL03 Rail - IOR Facility,
F0148,Pacific National National Transport Facility,2024-25,PACIFIC NATIONAL PTY LTD,Rail freight transport (471),National,"2024-25,2023-24,2022-23,2021-22,2020-21",5,96.25,True,-33.8404778648201,151.205810735144,not found,Pacific National National Transport Facility,Pacific National National Transport Facility,Pacific National National Transport Facility,Pacific National Transport Facility,Pacific National National Transport Facility,
F0149,Paraburdoo Mine,2024-25,Hamersley Iron Pty. Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.2205387134683,117.61638305,not found,Paraburdoo Mine,Paraburdoo Mine,Paraburdoo Mine,Paraburdoo Mine,Paraburdoo Mine,
F0150,Parkhurst Magnesia Manufacturing Plant,2024-25,QMAG PTY LIMITED,Other non-metallic mineral product manufacturing (209),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.3161521647909,150.50526414234,not found,Parkhurst Magnesia Manufacturing Plant,Parkhurst Magnesia Manufacturing Plant,Parkhurst Magnesia Manufacturing Plant,Parkhurst Magnesia Manufacturing Plant,Parkhurst Magnesia Manufacturing Plant,
F0151,Peak Downs Mine,2024-25,BM Alliance Coal Operations Pty Limited,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.2006449,148.1631692,likely,Peak Downs Mine,Peak Downs Mine,Peak Downs Mine,Peak Downs Mine,Peak Downs Mine,"Peak Downs Mine, Winchester, Queensland, 4721, Australia"
F0250,Phosphate Hill,2023-24,Incitec Pivot Limited,Fertiliser and pesticide manufacturing (183),QLD,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-21.8858298,139.9674148,likely,Phosphate Hill,Phosphate Hill,Phosphate Hill,Phosphate Hill,Phosphate Hill,"Phosphate Hill, Selwyn, Queensland, 4823, Australia"
F0153,Pilbara Rail Operations,2024-25,PILBARA IRON PTY LTD,Rail freight transport (471),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.6286852287609,117.148682678398,not found,Pilbara Rail Operations,Pilbara Rail Operations,Pilbara Rail Operations,Pilbara Rail Operations,Pilbara Rail Operations,
F0251,Pilgangoora Operations,2023-24,Pilbara Minerals Limited,Metal ore mining (080),WA,"2022-23,2023-24,2024-25",3,100.0,False,-21.0456468617133,118.895229180212,not found,Pilgangoora Operations,Pilgangoora Operations,Pilgangoora Operations,,,
F0155,Pinjarra Alumina Refinery,2024-25,Alcoa of Australia Limited,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.6415915,115.9442603,possible,Pinjarra Alumina Refinery,Pinjarra Alumina Refinery,Pinjarra Alumina Refinery,Pinjarra Alumina Refinery,Pinjarra Alumina Refinery,"Pinjarra Alumina Refinery Access Road, Pinjarra Refinery, Oakley, Western Australia, 6208, Australia"
F0156,Pluto LNG,2024-25,Woodside Burrup Pty. Ltd.,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.6123621,116.7657664,likely,Pluto LNG,Pluto LNG,Pluto LNG,Pluto LNG,Pluto LNG,"Pluto LNG Park, Burrup, Karratha, Western Australia, 6714, Australia"
F0157,Poitrel Mine,2024-25,STANMORE RESOURCES LIMITED,Coal mining (060),QLD,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-22.0691895,148.2445582,likely,Poitrel Mine,Poitrel Mine,Poitrel Mine,Poitrel Mine,Poitrel Mine,"Poitrel Mine, Coppabella, Queensland, 4741, Australia"
F0158,Port Bonython Plant,2024-25,Santos Limited,Oil and gas extraction (070),SA,"2024-25,2023-24,2020-21",3,100.0,False,-32.9859956764505,137.771770632715,not found,Port Bonython Plant,Port Bonython Plant,,,Port Bonython Plant,
F0159,Port Kembla Steelworks,2024-25,BLUESCOPE STEEL (AIS) PTY. LTD.,Basic ferrous metal manufacturing (211),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-34.4436464,150.8816439,possible,Port Kembla Steelworks,Port Kembla Steelworks,Port Kembla Steelworks,Port Kembla Steelworks,Port Kembla Steelworks,"Springhill Rd at Port Kembla Steelworks Rd, Springhill Road, Port Kembla, Wollongong, New South Wales, 2505, Australia"
F0160,Port Latta Pelletising Plant,2024-25,GRANGE RESOURCES (TASMANIA) PTY LTD,Basic ferrous product manufacturing (212),TAS,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-40.8519883715437,145.376947101565,not found,Port Latta Pelletising Plant,Port Latta Pelletising Plant,Port Latta Pelletising Plant,Port Latta Pelletising Plant,Port Latta Pelletising Plant,
F0161,Portland Aluminium Smelter,2024-25,Alcoa Portland Aluminium Proprietary Limited,Basic non-ferrous metal manufacturing (213),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,96.05263157894736,True,-38.3872293,141.6261545,likely,Portland Aluminium Smelter,Portland Aluminium Smelter,Portland Aluminium Smelter,Portland Aluminium Smelter,Portland Aluminium Smelter,"Portland Aluminium Smelter, Portland, Victoria, Australia"
F0162,Premier Coal Mine (Open Cut),2024-25,Premier Coal Pty Ltd,Coal mining (060),WA,"2024-25,2023-24,2022-23",3,97.22222222222224,False,-33.3970291511208,116.268243749132,not found,Premier Coal Mine (Open Cut),Premier Coal Mine (Open Cut),Premier Coal Mine (Open Cut),,,
F0167,QGC Upstream,2024-25,QGC PTY LIMITED,Oil and gas extraction (070),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-26.6934091577545,150.289762460186,not found,QGC Upstream,QGC Upstream,QGC Upstream,QGC Upstream ,QGC Upstream ,
F0164,Qantas Airways Limited - National Facility,2024-25,Qantas Airways Limited,Air and space transport (490),National,"2024-25,2023-24,2022-23,2021-22,2020-21",5,94.51219512,True,-33.9257131588347,151.186794625329,not found,Qantas Airways Limited - National Facility,Qantas Airways Limited National Transport Facility,Qantas Airways Limited National Transport Facility,Qantas Airways Limited National Transport Facility,Qantas Airways Limited National Transport Facility,
F0165,Qenos Altona Manufacturing,2024-25,QENOS PTY LTD,Basic chemical manufacturing (181),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-37.8453237451631,144.794961974747,not found,Qenos Altona Manufacturing,Qenos Altona Manufacturing,Qenos Altona Manufacturing,Qenos Altona Manufacturing,Qenos Altona Manufacturing,
F0166,Qenos Botany Manufacturing,2024-25,QENOS PTY LTD,Basic chemical manufacturing (181),NSW,"2024-25,2022-23,2021-22,2020-21",4,100.0,False,-33.9530778095724,151.219201389169,not found,Qenos Botany Manufacturing,,Qenos Botany Manufacturing,Qenos Botany Manufacturing,Qenos Botany Manufacturing,
F0263,Queensland,2022-23,ALLIANCE AVIATION SERVICES LIMITED,,QLD,"2022-23,2021-22,2020-21",3,100.0,False,-27.497418,153.0131666,possible,,,Queensland,Queensland,Queensland,"The University of Queensland, Campbell Road, St Lucia, Brisbane, Queensland, 4067, Australia"
F0168,Queensland Alumina Limited Refinery,2024-25,QUEENSLAND ALUMINA LIMITED,Basic non-ferrous metal manufacturing (213),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.8684988342951,151.28803575344,not found,Queensland Alumina Limited Refinery,Queensland Alumina Limited Refinery,Queensland Alumina Limited Refinery,Queensland Alumina Limited Refinery,Queensland Alumina Limited Refinery,
F0169,Queensland Curtis LNG Plant,2024-25,QCLNG Operating Company Pty Ltd,Oil and gas extraction (070),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.767019854569,151.196028071262,not found,Queensland Curtis LNG Plant,Queensland Curtis LNG Plant,Queensland Curtis LNG Plant,Queensland Curtis LNG Plant,Queensland Curtis LNG Plant,
F0170,Queensland Nitrates Ammonium Nitrate Plant,2024-25,Queensland Nitrates Pty Ltd,Basic chemical manufacturing (181),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-24.5386488637423,150.031682016463,not found,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Ammonium Nitrate Plant,
F0171,Fortescue rail,2024-25,THE PILBARA INFRASTRUCTURE PTY LTD,Rail freight transport (471),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.8856442,115.8758106,possible,Rail,Rail,Rail,Rail,Rail,"Post and Rail Gully, Nannup, Western Australia, 6275, Australia"
F0172,Railton,2024-25,CEMENT AUSTRALIA (GOLIATH) PTY LIMITED,"Cement, lime, plaster and concrete product manufacturing (203)",TAS,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-41.3453186,146.4226149,possible,Railton,Railton,Railton,Railton,Railton,"Railton, Tasmania, 7305, Australia"
F0252,Ranger Mine,2023-24,ENERGY RESOURCES OF AUSTRALIA LTD.,Metal ore mining (080),NT,"2023-24,2020-21",2,100.0,False,-12.6838842,132.9081634,low,,Ranger Mine,,,Ranger Mine,"Ranger Uranium Mine, Kakadu, Northern Territory, 0822, Australia"
F0173,Ravensthorpe Nickel Operation,2024-25,FQM Australia Nickel Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.6441884479291,120.383347409881,not found,Ravensthorpe Nickel Operation,Ravensthorpe Nickel Operation,Ravensthorpe Nickel Operation,Ravensthorpe Nickel Operation,Ravensthorpe Nickel Operation,
F0174,Ravenswood Mine,2024-25,RAVENSWOOD GOLD PTY LTD,Metal ore mining (080),QLD,"2024-25,2023-24,2022-23",3,100.0,False,-20.1043698018788,146.906717125453,not found,Ravenswood Mine,Ravenswood Mine,Ravenswood Mine,,,
F0175,Ravensworth Operations,2024-25,RAVENSWORTH OPERATIONS PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.4466026218514,151.021280524279,not found,Ravensworth Operations,Ravensworth Operations,Ravensworth Operations,Ravensworth Operations,Ravensworth Operations,
F0272,Ravensworth Underground Coal Mine,2021-22,Resource Pacific Pty Limited,,NSW,"2021-22,2020-21",2,100.0,False,-32.4065438010963,151.012350300492,not found,,,,Ravensworth Underground Coal Mine,Ravensworth Underground Coal Mine,
F0176,Refinery Qld Lytton,2024-25,Ampol Limited,Petroleum and coal product manufacturing (170),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.4133011,153.1565228,likely,Refinery Qld Lytton,Refinery Qld Lytton,Refinery Qld Lytton,Refinery Qld Lytton,Refinery Qld Lytton,"Ampol Oil Refinery, Lytton, Brisbane, Queensland, Australia"
F0177,Rio Tinto Marine - Qld,2024-25,Rio Tinto Shipping (Asia) Pte Limited,Water freight transport (481),QLD,"2024-25,2022-23,2021-22,2020-21",4,98.57142857142856,False,-12.6657129491065,141.847872296195,not found,Rio Tinto Marine - Qld,,Rio Tinto Marine - Qld,Rio Tinto Marine - Qld,Rio Tinto Marine - Qld,
F0178,Rio Tinto Weipa,2024-25,RTA WEIPA PTY LTD,Metal ore mining (080),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-12.6641691430425,141.930515229387,not found,Rio Tinto Weipa,Rio Tinto Weipa,Rio Tinto Weipa,Rio Tinto Weipa,Rio Tinto Weipa,
F0179,Rio Tinto Yarwun,2024-25,RTA Yarwun Pty Ltd,Basic non-ferrous metal manufacturing (213),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.8288639618185,151.152886520584,not found,Rio Tinto Yarwun,Rio Tinto Yarwun,Rio Tinto Yarwun,Rio Tinto Yarwun,Rio Tinto Yarwun,
F0180,Rolleston Coal Mine,2024-25,ROLLESTON COAL HOLDINGS PTY LIMITED,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-24.4546429,148.4053616,likely,Rolleston Coal Mine,Rolleston Coal Mine,Rolleston Coal Mine,Rolleston Coal Mine,Rolleston Coal Mine,"Rolleston Coal Mine, Albinia, Queensland, 4722, Australia"
F0181,Roma Hub,2024-25,Santos Limited,Oil and gas extraction (070),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-26.4573042,149.0268704,likely,Roma Hub,Roma Hub,Roma Hub,Roma Hub,Roma Hub,"Roma Hub Compression Station, Mooga, Queensland, 4455, Australia"
F0182,Roy Hill Mine,2024-25,Roy Hill Holdings Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.5005742,119.9750347,likely,Roy Hill Mine,Roy Hill Mine,Roy Hill Mine,Roy Hill Mine,Roy Hill Mine,"Roy Hill mine, Newman, Western Australia, Australia"
F0183,Russell Vale Colliery,2024-25,WOLLONGONG RESOURCES PTY. LTD.,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-34.3586655,150.8908456,likely,Russell Vale Colliery,Russell Vale Colliery,Russell Vale Colliery,Russell Vale Colliery,,"Russell Vale Colliery, Corrimal, New South Wales, Australia"
F0187,SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),2024-25,ONESTEEL MANUFACTURING PTY LIMITED,Metal ore mining (080),SA,"2024-25,2023-24,2022-23,2020-21",4,100.0,False,-33.2807634160405,137.109729709635,not found,SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),,SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),
F0184,Saraji Mine,2024-25,BM Alliance Coal Operations Pty Limited,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.409343,148.2987317,likely,Saraji Mine,Saraji Mine,Saraji Mine,Saraji Mine,Saraji Mine,"Saraji Coal Mine, Dysart, Queensland, 4745, Australia"
F0185,Savage River Mine,2024-25,GRANGE RESOURCES (TASMANIA) PTY LTD,Metal ore mining (080),TAS,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-41.4776809,145.2034659,likely,Savage River Mine,Savage River Mine,Savage River Mine,Savage River Mine,Savage River Mine,"Savage River Mine, Savage River, Tasmania, Australia"
F0186,Sewerage West,2024-25,Melbourne Water Corporation,"Water supply, sewerage and drainage services (281)",VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-37.9771939,144.61444,possible,Sewerage West,Sewerage West,Sewerage West,Sewerage West,Sewerage West,"One Hundred and Five West Sewerage Treatment Plant West One Road, Melbourne, Victoria, 3030, Australia"
F0188,Sino Iron Project – Cape Preston,2024-25,CITIC Pacific Mining Management Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,97.65625,False,-21.0831860679073,116.154254930634,not found,Sino Iron Project – Cape Preston,Sino Iron Project – Cape Preston,Sino Iron Project – Cape Preston,Sino Iron Project – Cape Preston,Sino Iron Project - Cape Preston,
F0253,Sojitz Gregory Crinum Mine,2023-24,SOJITZ DEVELOPMENT PTY LTD,Coal mining (060),QLD,"2023-24,2022-23,2021-22",3,100.0,False,-23.1804840837703,148.367180894128,not found,,Sojitz Gregory Crinum Mine,Sojitz Gregory Crinum Mine,Sojitz Gregory Crinum Mine,,
F0189,Solomon Mine,2024-25,FMG SOLOMON PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.1471367,117.9571595,likely,Solomon Mine,Solomon Mine,Solomon Mine,Solomon Mine,Solomon Mine,"Solomon Hub Mine Power Station, Chichester, Western Australia, 6751, Australia"
F0190,Solomon Power Station,2024-25,FMG SOLOMON PTY LTD,Electricity generation (261),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.1471367,117.9571595,likely,Solomon Power Station,Solomon Power Station,Solomon Power Station,Solomon Power Station,Solomon Power Station,"Solomon Hub Mine Power Station, Chichester, Western Australia, 6751, Australia"
F0191,South Walker Creek,2024-25,STANMORE RESOURCES LIMITED,Coal mining (060),QLD,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-21.7892739,148.4859569,possible,South Walker Creek,South Walker Creek,South Walker Creek,South Walker Creek,South Walker Creek,"South Walker, South Walker Creek Mine Access, South Walker Creek Mine, Tootoolah, Strathfield, Queensland, 4742, Australia"
F0192,South West Queensland Pipeline,2024-25,APA (SWQP) PTY LIMITED,Pipeline and other transport (502),QLD/SA/QLD; SA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.548451,141.273155,not found,South West Queensland Pipeline,South West Queensland Pipeline,South West Queensland Pipeline,South West Queensland Pipeline,South West Queensland Pipeline,
F0193,South West Synthetic Rutile Operations,2024-25,Iluka Resources Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.5119017512381,115.58854846146,not found,South West Synthetic Rutile Operations,South West Synthetic Rutile Operations,South West Synthetic Rutile Operations,South West Synthetic Rutile Operations,South West Synthetic Rutile Operations,
F0194,Spring Gully Reedy Creek Combabula,2024-25,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,Oil and gas extraction (070),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,92.5,True,-25.942771421183,149.066708965666,not found,Spring Gully Reedy Creek Combabula,Spring Gully Reedy Creek Combabula,Spring Gully Reedy Creek Combabula,Spring Gully,Spring Gully,
F0195,Start up and Operations of the Ichthys LNG Project,2024-25,INPEX Operations Australia Pty Ltd,Oil and gas extraction (070),NT,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-13.936333,123.290524,not found,Start up and Operations of the Ichthys LNG Project,Start up and Operations of the Ichthys LNG Project,Start up and Operations of the Ichthys LNG Project,Start up and Operations of the Ichthys LNG Project,Start up and Operations of the Ichthys LNG Project,
F0196,Sunrise Dam,2024-25,AngloGold Ashanti Australia Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-29.0968771,122.4606107,possible,Sunrise Dam,Sunrise Dam,Sunrise Dam,Sunrise Dam,Sunrise Dam,"Sunrise Dam Airport, Sunrise Dam Access Road, Laverton, Western Australia, 6440, Australia"
F0197,TAHMOOR COAL MINE,2024-25,TAHMOOR COAL PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-34.2501058443749,150.577935087543,not found,TAHMOOR COAL MINE,TAHMOOR COAL MINE,TAHMOOR COAL MINE,TAHMOOR COAL MINE,TAHMOOR COAL MINE,
F0204,TT-Line - Victorian Operation,2024-25,TT-Line Company Pty. Ltd.,Water passenger transport (482),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-38.1067552820291,144.35969311776,not found,TT-Line - Victorian Operation,TT-Line - Victorian Operation,TT-Line - Victorian Operation,TT-Line - Victorian Operation,TT-Line - Victorian Operation,
F0198,Telfer Gold Mine,2024-25,Newcrest Mining Limited,Metal ore mining (080),WA,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-21.7416183,122.1827658,likely,Telfer Gold Mine,Telfer Gold Mine,Telfer Gold Mine,Telfer Gold Mine,Telfer Gold Mine,"Telfer Gold Mine Power Station, Western Australia, Australia"
F0200,Thunderbox Operations,2024-25,NORTHERN STAR (THUNDERBOX) PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-28.1790373432388,121.000870075708,not found,Thunderbox Operations,Thunderbox Operations,Thunderbox Operations,Thunderbox Operations,,
F0273,Toll National Transport Facility,2021-22,Toll Holdings Limited,,National,"2021-22,2020-21",2,100.0,False,-37.8178214259018,144.957136797555,not found,,,,Toll National Transport Facility,Toll National Transport Facility,
F0201,Tom Price Mine / WTS,2024-25,Hamersley Iron Pty. Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.7513374562877,117.768637971475,not found,Tom Price Mine / WTS,Tom Price Mine / WTS,Tom Price Mine / WTS,Tom Price Mine / WTS,Tom Price Mine / WTS,
F0202,Tomago Aluminium Smelter,2024-25,TOMAGO ALUMINIUM COMPANY PTY LTD,Basic non-ferrous metal manufacturing (213),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.8254950914497,151.718421101919,not found,Tomago Aluminium Smelter,Tomago Aluminium Smelter,Tomago Aluminium Smelter,Tomago Aluminium Smelter,Tomago Aluminium Smelter,
F0203,Tropicana Gold Mine,2024-25,AngloGold Ashanti Australia Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-29.2403924,124.5383925,likely,Tropicana Gold Mine,Tropicana Gold Mine,Tropicana Gold Mine,Tropicana Gold Mine,Tropicana Gold Mine,"Tropicana Gold Mine, Tropicana Gold Mine Access Road, Plumridge Lakes, Western Australia, 6431, Australia"
F0205,United Coal Mine,2024-25,UNITED COLLIERIES PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-32.548582854867,150.99741121485,not found,United Coal Mine,United Coal Mine,United Coal Mine,United Coal Mine,,
F0206,V/Line,2024-25,V/Line Corporation,Rail passenger transport (472),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-37.0427716,143.7463642,possible,V/Line,V/Line,V/Line,V/Line,V/Line,"V/line fuel point and stabling, Maryborough, Victoria, 3465, Australia"
F0207,Vales Point Power Station,2024-25,Delta Power & Energy Pty Ltd,Coal mining (060),NSW,2024-25,1,100.0,False,-33.1605934,151.5440766,likely,Vales Point Power Station,,,,,"Vales Point Power Station, Mannering Park, New South Wales, Australia"
F0208,Varanus Hub,2024-25,Santos Limited,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.6530761,115.5785857,likely,Varanus Hub,Varanus Hub,Varanus Hub,Varanus Hub,Varanus Hub,"Varanus Island Hub, Western Australia, Australia"
F0274,Victoria,2021-22,CSL Australia,,VIC,"2021-22,2020-21",2,94.11764705882354,True,-38.165166,144.3376679,possible,,,,Victoria,Victoria,"Australia, Belmont, Geelong, Victoria, 3216, Australia"
F0209,Vincent Project Venture,2024-25,Woodside Energy Ltd.,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-21.49317421,114.1556451,not found,Vincent Project Venture,Vincent Project Venture,Vincent Project Venture,Vincent Project Venture,Vincent Project Venture,
F0210,Virgin Australia Holdings National Transport Facility,2024-25,VIRGIN AUSTRALIA HOLDINGS LIMITED,Air and space transport (490),National,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.48200417,153.0236213,not found,Virgin Australia Holdings National Transport Facility,Virgin Australia Holdings National Transport Facility,Virgin Australia Holdings National Transport Facility,Virgin Australia Holdings National Transport Facility,Virgin Australia Holdings National Transport Facility,
F0211,WA Transport facility,2024-25,MGM BULK PTY LTD,Road freight transport (461),WA,2024-25,1,100.0,False,-33.32475606,115.634041,not found,WA Transport facility,,,,,
F0222,WOR01,2024-25,South32 Worsley Alumina Pty Ltd,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,92.5,True,-33.24129145,116.0672059,not found,WOR01,WOR01,WOR01,WOR01,WOR01 Worsley Alumina Refinery/Mine,
F0212,Wagerup Alumina Refinery,2024-25,Alcoa of Australia Limited,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.9064139,115.8905628,likely,Wagerup Alumina Refinery,Wagerup Alumina Refinery,Wagerup Alumina Refinery,Wagerup Alumina Refinery,Wagerup Alumina Refinery,"Wagerup Alumina Refinery, Wagerup, Western Australia, 6215, Australia"
F0213,Wambo Coal Mine,2024-25,WAMBO COAL PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.58028182,151.0104648,not found,Wambo Coal Mine,Wambo Coal Mine,Wambo Coal Mine,Wambo Coal Mine,Wambo Coal Mine,
F0214,Warkworth Mine,2024-25,Warkworth Mining Ltd,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.60619046,151.0920728,not found,Warkworth Mine,Warkworth Mine,Warkworth Mine,Warkworth Mine,Warkworth Mine,
F0215,West Angelas Mine,2024-25,Robe River Mining Co. Pty. Ltd.,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.1466231,118.6565641,likely,West Angelas Mine,West Angelas Mine,West Angelas Mine,West Angelas Mine,West Angelas Mine,"West Angelas Mine, Newman, Western Australia, Australia"
F0216,West Pilbara Iron Ore Project,2024-25,ONSLOW IRON PTY LTD,Metal ore mining (080),WA,2024-25,1,100.0,False,-22.08480349,116.2083908,not found,West Pilbara Iron Ore Project,,,,,
F0254,Western Australia,2023-24,Alliance Aviation Services Limited,Air and space transport (490),WA,"2023-24,2022-23,2021-22,2020-21",4,100.0,False,-31.950652,115.7978755,possible,,Western Australia,Western Australia,Western Australia,Western Australia,"University of Western Australia, 35, Stirling Highway, Nedlands, Perth, Western Australia, 6009, Australia"
F0217,Western Port Works,2024-25,BlueScope Steel Limited,Basic ferrous metal manufacturing (211),VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-38.28971543,145.2105429,not found,Western Port Works,Western Port Works,Western Port Works,Western Port Works,Western Port Works,
F0218,Wheatstone Operations,2024-25,CHEVRON AUSTRALIA PTY LTD,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-21.6970318,115.0039062,not found,Wheatstone Operations,Wheatstone Operations,Wheatstone Operations,Wheatstone Operations,Wheatstone Operations,
